 | Distribuição de receita por categoria e município | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Residencial (> 5m³ a 10m³) | 157448.8676940829 | 158124.30696702108 | 158799.74623995926 | 159475.18551289744 | 160150.62478583565 | 160818.1177143863 | 161207.4885893742 | 161596.85946436206 | 161986.23033934998 | 162375.60121433783 | 162780.86477810077 | 162931.84532146342 | 163082.82586482607 | 163233.8064081887 | 163384.7869515514 | 163551.66018368903 | 163456.30405103893 | 163360.94791838885 | 163265.59178573874 | 163170.23565308866 | 163074.87952043855 | 162979.52338778847 | 162884.1672551384 | 162788.8111224883 | 162693.4549898382 | 162598.0988571881 | 162502.742724538 | 162407.38659188792 | 162312.0304592378 | 162216.6743265877
 | Residencial (> 10m³ a 15m³) | 181471.3782037256 | 182249.8715492044 | 183028.36489468318 | 183806.85824016196 | 184585.35158564078 | 185354.6861858786 | 185803.46470268405 | 186252.24321948944 | 186701.02173629488 | 187149.8002531003 | 187616.89626038758 | 187790.91241996517 | 187964.9285795428 | 188138.9447391204 | 188312.96089869805 | 188505.2945487575 | 188395.38960586634 | 188285.48466297524 | 188175.57972008412 | 188065.674777193 | 187955.76983430187 | 187845.86489141078 | 187735.95994851962 | 187626.0550056285 | 187516.1500627374 | 187406.24511984625 | 187296.34017695513 | 187186.43523406403 | 187076.53029117288 | 186966.62534828176
 | Residencial (> 15m³ a 20m³) | 130298.80379767601 | 130857.77211920638 | 131416.74044073673 | 131975.70876226708 | 132534.67708379746 | 133087.06930742745 | 133409.29810454496 | 133731.52690166244 | 134053.75569877995 | 134375.98449589743 | 134711.36548881565 | 134836.31134892243 | 134961.25720902922 | 135086.203069136 | 135211.1489292428 | 135349.2469851503 | 135270.333810346 | 135191.42063554173 | 135112.50746073743 | 135033.59428593316 | 134954.68111112888 | 134875.7679363246 | 134796.8547615203 | 134717.941586716 | 134639.02841191174 | 134560.11523710744 | 134481.20206230314 | 134402.28888749887 | 134323.37571269457 | 134244.4625378903
 | Residencial (> 20m³ a 40m³) | 118644.27006840796 | 119153.24165192542 | 119662.21323544285 | 120171.1848189603 | 120680.15640247776 | 121183.14008501265 | 121476.54723315801 | 121769.95438130334 | 122063.3615294487 | 122356.76867759404 | 122662.15162770452 | 122775.92174637312 | 122889.69186504172 | 123003.46198371032 | 123117.23210237896 | 123242.97802301266 | 123171.12321122196 | 123099.26839943127 | 123027.41358764056 | 122955.55877584987 | 122883.70396405917 | 122811.84915226849 | 122739.99434047779 | 122668.13952868707 | 122596.28471689639 | 122524.42990510569 | 122452.57509331498 | 122380.72028152429 | 122308.86546973359 | 122237.01065794288
 | Residencial (>40m³) | 28563.879664224023 | 28686.415738285752 | 28808.951812347477 | 28931.487886409206 | 29054.023960470935 | 29175.118433661344 | 29245.756876355754 | 29316.395319050156 | 29387.033761744562 | 29457.672204438968 | 29531.193848876006 | 29558.58426543098 | 29585.974681985954 | 29613.365098540926 | 29640.755515095905 | 29671.029133393506 | 29653.72992293773 | 29636.43071248196 | 29619.131502026186 | 29601.832291570416 | 29584.53308111464 | 29567.23387065887 | 29549.934660203096 | 29532.635449747322 | 29515.33623929155 | 29498.037028835777 | 29480.73781838 | 29463.438607924232 | 29446.139397468454 | 29428.84018701268
 | Comercial | 23492.22802826915 | 23593.007244096487 | 23693.786459923824 | 23794.565675751164 | 23895.344891578505 | 23994.93846957258 | 24053.034723402456 | 24111.130977232333 | 24169.22723106221 | 24227.323484892084 | 24287.79101438849 | 24310.318133220484 | 24332.845252052477 | 24355.37237088447 | 24377.899489716467 | 24402.797884214982 | 24388.570230215828 | 24374.342576216677 | 24360.11492221752 | 24345.88726821837 | 24331.659614219214 | 24317.431960220063 | 24303.20430622091 | 24288.976652221754 | 24274.748998222603 | 24260.521344223445 | 24246.29369022429 | 24232.06603622514 | 24217.838382225986 | 24203.61072822683
 | Industrial | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Pública | 188572.7493079983 | 189381.70679720695 | 190190.66428641556 | 190999.62177562423 | 191808.57926483286 | 192608.01960710963 | 193074.35980677107 | 193540.7000064325 | 194007.04020609395 | 194473.3804057554 | 194958.75489928058 | 195139.58069098604 | 195320.4064826915 | 195501.23227439696 | 195682.05806610244 | 195881.91815167162 | 195767.7123884892 | 195653.50662530682 | 195539.30086212442 | 195425.09509894205 | 195310.88933575965 | 195196.68357257725 | 195082.47780939486 | 194968.27204621246 | 194854.0662830301 | 194739.86051984766 | 194625.65475666526 | 194511.4489934829 | 194397.2432303005 | 194283.03746711806
 | Patos de Minas | 9858162.986818042 | 9911152.1848279 | 9964141.382837757 | 10017130.580847621 | 10070119.778857477 | 10123051.814841438 | 10176155.336903099 | 10229258.858964756 | 10282362.381026415 | 10335465.903088076 | 10388455.101097936 | 10424181.367285816 | 10459907.63347369 | 10495633.899661567 | 10531360.165849445 | 10567029.270011421 | 10588579.353775948 | 10610129.437540479 | 10631679.521305004 | 10653229.605069531 | 10674722.526808158 | 10696272.610572685 | 10717822.694337217 | 10739372.778101742 | 10760922.86186627 | 10782472.945630796 | 10804023.029395323 | 10825573.11315985 | 10847123.19692438 | 10868673.280688906
 | Residencial Social | 1683314.19384019 | 1692362.2760487595 | 1701410.3582573286 | 1710458.440465898 | 1719506.5226744672 | 1728544.8442765549 | 1737612.4476980877 | 1746680.0511196202 | 1755747.654541153 | 1764815.2579626855 | 1773863.340171255 | 1779963.71922234 | 1786064.098273425 | 1792164.47732451 | 1798264.8563755949 | 1804355.4748201983 | 1808035.2234638126 | 1811714.9721074274 | 1815394.7207510418 | 1819074.469394656 | 1822744.4574317888 | 1826424.2060754031 | 1830103.954719018 | 1833783.7033626323 | 1837463.4520062467 | 1841143.2006498615 | 1844822.9492934758 | 1848502.69793709 | 1852182.4465807048 | 1855862.1952243191
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Residencial (0 a 5 m³) | 520861.1629143913 | 523660.87472015293 | 526460.5865259144 | 529260.298331676 | 532060.0101374376 | 534856.701757864 | 537662.453934296 | 540468.206110728 | 543273.95828716 | 546079.7104635921 | 548879.4222693536 | 550767.0381038748 | 552654.6539383957 | 554542.2697729167 | 556429.8856074377 | 558314.4812566235 | 559453.0911280066 | 560591.7009993898 | 561730.3108707728 | 562868.9207421558 | 564004.5104282036 | 565143.1202995867 | 566281.7301709699 | 567420.3400423529 | 568558.949913736 | 569697.5597851191 | 570836.1696565022 | 571974.7795278851 | 573113.3893992683 | 574251.9992706514
 | Residencial (> 5m³ a 10m³) | 1992678.6264299557 | 2003389.5917941015 | 2014100.5571582469 | 2024811.5225223927 | 2035522.4878865385 | 2046221.898811241 | 2056955.9730542738 | 2067690.0472973061 | 2078424.121540339 | 2089158.1957833716 | 2099869.161147517 | 2107090.6857997193 | 2114312.210451921 | 2121533.7351041227 | 2128755.2597563243 | 2135965.229969083 | 2140321.253639291 | 2144677.277309499 | 2149033.3009797074 | 2153389.324649915 | 2157733.79388068 | 2162089.8175508883 | 2166445.8412210965 | 2170801.8648913046 | 2175157.8885615123 | 2179513.912231721 | 2183869.935901929 | 2188225.959572137 | 2192581.983242345 | 2196938.006912553
 | Residencial (> 10m³ a 15m³) | 2011043.9121707645 | 2021853.5938742456 | 2032663.275577726 | 2043472.957281207 | 2054282.6389846879 | 2065080.6597586074 | 2075913.6633212112 | 2086746.6668838146 | 2097579.670446418 | 2108412.674009022 | 2119222.3557125027 | 2126510.4366884204 | 2133798.517664338 | 2141086.598640255 | 2148374.679616173 | 2155651.099662529 | 2160047.270107202 | 2164443.440551876 | 2168839.610996549 | 2173235.7814412224 | 2177620.290956334 | 2182016.4614010076 | 2186412.6318456815 | 2190808.802290355 | 2195204.9727350282 | 2199601.1431797016 | 2203997.313624375 | 2208393.484069048 | 2212789.654513722 | 2217185.824958395
 | Residencial (> 15m³ a 20m³) | 1245692.0626098427 | 1252387.8560810208 | 1259083.6495521984 | 1265779.4430233762 | 1272475.2364945542 | 1279163.8068875538 | 1285874.046515088 | 1292584.2861426221 | 1299294.5257701562 | 1306004.7653976902 | 1312700.558868868 | 1317214.982730234 | 1321729.4065915998 | 1326243.8304529656 | 1330758.2543143313 | 1335265.455097519 | 1337988.555570695 | 1340711.656043871 | 1343434.7565170468 | 1346157.8569902224 | 1348873.7343852203 | 1351596.834858396 | 1354319.9353315723 | 1357043.035804748 | 1359766.1362779238 | 1362489.2367510998 | 1365212.3372242758 | 1367935.4376974513 | 1370658.5381706273 | 1373381.638643803
 | Residencial (> 20m³ a 40m³) | 1146510.494899037 | 1152673.1716285476 | 1158835.8483580581 | 1164998.525087569 | 1171161.2018170797 | 1177317.2305673782 | 1183493.203255313 | 1189669.1759432475 | 1195845.148631182 | 1202021.1213191166 | 1208183.7980486273 | 1212338.7850561184 | 1216493.7720636094 | 1220648.7590711003 | 1224803.7460785913 | 1228952.0851068704 | 1231458.373269789 | 1233964.6614327077 | 1236470.9495956262 | 1238977.2377585445 | 1241476.8779422513 | 1243983.1661051698 | 1246489.4542680886 | 1248995.742431007 | 1251502.0305939256 | 1254008.3187568444 | 1256514.606919763 | 1259020.8950826812 | 1261527.1832456 | 1264033.4714085185
 | Residencial (>40m³) | 139161.03495001153 | 139909.04770310593 | 140657.0604562003 | 141405.07320929473 | 142153.08596238913 | 142900.2917977348 | 143649.9183863267 | 144399.5449749186 | 145149.17156351052 | 145898.7981521024 | 146646.81090519682 | 147151.1344981677 | 147655.45809113857 | 148159.78168410945 | 148664.1052770803 | 149167.62195230243 | 149471.82994358247 | 149776.0379348625 | 150080.24592614255 | 150384.45391742254 | 150687.85499095384 | 150992.06298223388 | 151296.27097351392 | 151600.47896479396 | 151904.68695607397 | 152208.89494735404 | 152513.10293863405 | 152817.31092991406 | 153121.5189211941 | 153425.72691247414
 | Comercial | 748234.5706994893 | 752256.4508284377 | 756278.3309573858 | 760300.2110863342 | 764322.0912152826 | 768339.6327464652 | 772370.1900709452 | 776400.7473954251 | 780431.3047199051 | 784461.862044385 | 788483.7421733334 | 791195.3657769933 | 793906.9893806532 | 796618.612984313 | 799330.2365879728 | 802037.521593867 | 803673.1729515946 | 805308.8243093223 | 806944.4756670499 | 808580.1270247774 | 810211.4397847393 | 811847.0911424669 | 813482.7425001946 | 815118.3938579222 | 816754.0452156498 | 818389.6965733775 | 820025.3479311052 | 821660.9992888325 | 823296.6506465604 | 824932.302004288
 | Industrial | 135056.83291940717 | 135782.78493214224 | 136508.7369448773 | 137234.68895761238 | 137960.64097034748 | 138685.8098633277 | 139413.32811557245 | 140140.8463678172 | 140868.36462006194 | 141595.88287230668 | 142321.83488504175 | 142811.2847318157 | 143300.7345785896 | 143790.1844253635 | 144279.6342721374 | 144768.3009991565 | 145063.53714673052 | 145358.77329430456 | 145654.0094418786 | 145949.2455894526 | 146243.6986172718 | 146538.93476484582 | 146834.17091241985 | 147129.4070599939 | 147424.6432075679 | 147719.87935514195 | 148015.11550271595 | 148310.35165028996 | 148605.587797864 | 148900.82394543802
 | Pública | 235610.09538495122 | 236876.53721738685 | 238142.97904982246 | 239409.4208822581 | 240675.86271469377 | 241940.9383747104 | 243210.1125519841 | 244479.28672925773 | 245748.46090653143 | 247017.63508380507 | 248284.0769162407 | 249137.93467813102 | 249991.79244002127 | 250845.6502019115 | 251699.50796380176 | 252551.99955327302 | 253067.0465552452 | 253582.09355721745 | 254097.14055918966 | 254612.18756116182 | 255125.868390715 | 255640.91539268722 | 256155.96239465947 | 256671.00939663165 | 257186.05639860386 | 257701.10340057607 | 258216.1504025483 | 258731.19740452044 | 259246.24440649268 | 259761.29140846487
 | Presidente Olegário | 715199.0087804878 | 713290.5141463417 | 711382.0195121951 | 709473.5248780488 | 707565.0302439026 | 705581.6926829268 | 702251.1824390246 | 698920.672195122 | 695590.1619512195 | 692259.6517073171 | 688891.72 | 684326.3014634148 | 679760.8829268292 | 675195.4643902439 | 670630.0458536586 | 665989.784390244 | 661050.1512195122 | 656110.5180487805 | 651170.8848780488 | 646231.2517073172 | 641366.4614634147 | 636426.828292683 | 631487.1951219513 | 626547.5619512195 | 621607.9287804879 | 616668.2956097561 | 611728.6624390244 | 606789.0292682927 | 601849.396097561 | 596909.7629268292
 | Residencial Social | 245103.65654068824 | 244449.60220395876 | 243795.54786722915 | 243141.4935304996 | 242487.43919377006 | 241807.73566736482 | 240666.3467267976 | 239524.95778623037 | 238383.5688456631 | 237242.17990509587 | 236087.96636969075 | 234523.365799475 | 232958.7652292592 | 231394.16465904342 | 229829.56408882767 | 228239.31432893622 | 226546.4678103421 | 224853.62129174796 | 223160.77477315385 | 221467.92825455975 | 219800.73092564128 | 218107.88440704718 | 216415.03788845305 | 214722.19136985892 | 213029.3448512648 | 211336.4983326707 | 209643.65181407655 | 207950.80529548242 | 206257.9587768883 | 204565.1122582942
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Residencial (0 a 5 m³) | 31897.578640647604 | 31812.460572906242 | 31727.342505164866 | 31642.2244374235 | 31557.106369682133 | 31468.650338499923 | 31320.11096538264 | 31171.571592265347 | 31023.03221914806 | 30874.492846030767 | 30724.28449119306 | 30520.668721301943 | 30317.052951410828 | 30113.43718151971 | 29909.821411628596 | 29702.867678296643 | 29482.562091201336 | 29262.25650410603 | 29041.950917010723 | 28821.645329915424 | 28604.677706260954 | 28384.372119165648 | 28164.06653207034 | 27943.760944975034 | 27723.455357879728 | 27503.149770784425 | 27282.844183689118 | 27062.53859659381 | 26842.233009498505 | 26621.927422403198
 | Residencial (> 5m³ a 10m³) | 90352.65136017797 | 90111.54706866642 | 89870.44277715484 | 89629.33848564327 | 89388.2341941317 | 89137.67483236476 | 88716.92420600147 | 88296.17357963814 | 87875.42295327481 | 87454.67232691149 | 87029.19416542047 | 86452.4348798438 | 85875.6755942671 | 85298.9163086904 | 84722.15702311373 | 84135.94266728168 | 83511.90803042821 | 82887.87339357473 | 82263.83875672126 | 81639.80411986781 | 81025.2245532697 | 80401.18991641623 | 79777.15527956275 | 79153.12064270928 | 78529.08600585582 | 77905.05136900235 | 77281.01673214888 | 76656.9820952954 | 76032.94745844194 | 75408.91282158847
 | Residencial (> 10m³ a 15m³) | 104138.06340322392 | 103860.17300799767 | 103582.28261277139 | 103304.39221754512 | 103026.50182231885 | 102737.71376453468 | 102252.76778070847 | 101767.82179688223 | 101282.875813056 | 100797.92982922978 | 100307.53501412459 | 99642.77759809313 | 98978.02018206166 | 98313.2627660302 | 97648.50534999874 | 96972.85027140939 | 96253.60454258845 | 95534.35881376753 | 94815.1130849466 | 94095.86735612569 | 93387.51928986266 | 92668.27356104171 | 91949.02783222079 | 91229.78210339986 | 90510.53637457894 | 89791.29064575801 | 89072.04491693708 | 88352.79918811616 | 87633.55345929523 | 86914.30773047429
 | Residencial (> 15m³ a 20m³) | 74772.48051763594 | 74572.95160876198 | 74373.42269988799 | 74173.89379101402 | 73974.36488214004 | 73767.01131017297 | 73418.81380253015 | 73070.61629488732 | 72722.4187872445 | 72374.22127960168 | 72022.1114404123 | 71544.80699173339 | 71067.50254305446 | 70590.19809437553 | 70112.89364569662 | 69627.7645339246 | 69111.33676978019 | 68594.90900563578 | 68078.48124149138 | 67562.05347734697 | 67053.45037629566 | 66537.02261215125 | 66020.59484800683 | 65504.16708386243 | 64987.73931971801 | 64471.31155557361 | 63954.883791429194 | 63438.45602728479 | 62922.028263140375 | 62405.60049899597
 | Residencial (> 20m³ a 40m³) | 68084.48054514987 | 67902.79843402584 | 67721.1163229018 | 67539.43421177776 | 67357.75210065371 | 67168.94520085814 | 66851.89210497502 | 66534.8390090919 | 66217.78591320876 | 65900.73281732564 | 65580.11732710674 | 65145.50521814336 | 64710.89310917996 | 64276.28100021657 | 63841.66889125319 | 63399.931993618266 | 62929.69594129722 | 62459.45988897618 | 61989.22383665513 | 61518.9877843341 | 61055.876520684586 | 60585.64046836354 | 60115.4044160425 | 59645.16836372145 | 59174.93231140041 | 58704.69625907936 | 58234.46020675832 | 57764.224154437274 | 57293.98810211623 | 56823.752049795185
 | Residencial (>40m³) | 16391.494575941626 | 16347.754191713237 | 16304.013807484842 | 16260.27342325645 | 16216.533039028058 | 16171.077345614238 | 16094.746086862733 | 16018.414828111227 | 15942.083569359718 | 15865.752310608212 | 15788.56339726399 | 15683.929536952935 | 15579.295676641881 | 15474.661816330825 | 15370.027956019772 | 15263.67878652329 | 15150.4683802851 | 15037.257974046908 | 14924.047567808719 | 14810.837161570531 | 14699.342064517767 | 14586.131658279575 | 14472.921252041386 | 14359.710845803194 | 14246.500439565003 | 14133.290033326814 | 14020.079627088622 | 13906.869220850433 | 13793.658814612241 | 13680.448408374052
 | Comercial | 51029.41904829639 | 50893.2480368134 | 50757.07702533039 | 50620.90601384739 | 50484.73500236439 | 50343.22395121538 | 50105.592186078386 | 49867.96042094139 | 49630.328655804384 | 49392.69689066738 | 49152.395105697375 | 48826.65268607138 | 48500.910266445375 | 48175.167846819364 | 47849.42542719337 | 47518.342967901364 | 47165.90034994536 | 46813.45773198936 | 46461.015114033355 | 46108.572496077366 | 45761.469917787355 | 45409.02729983135 | 45056.58468187535 | 44704.142063919346 | 44351.69944596334 | 43999.25682800734 | 43646.814210051336 | 43294.37159209533 | 42941.92897413933 | 42589.486356183326
 | Industrial | 3304.545885033091 | 3295.7277686592593 | 3286.909652285426 | 3278.0915359115934 | 3269.273419537761 | 3260.1094946786798 | 3244.7210170851295 | 3229.3325394915782 | 3213.9440618980275 | 3198.5555843044763 | 3182.994202468301 | 3161.899884868153 | 3140.8055672680043 | 3119.7112496678556 | 3098.6169320677077 | 3077.1768059823107 | 3054.3534459559205 | 3031.5300859295303 | 3008.70672590314 | 2985.8833658767508 | 2963.4058143356087 | 2940.5824543092185 | 2917.7590942828283 | 2894.935734256438 | 2872.112374230048 | 2849.289014203658 | 2826.465654177268 | 2803.6422941508777 | 2780.8189341244874 | 2757.995574098097
 | Pública | 30124.638263693145 | 30044.2512528388 | 29963.864241984444 | 29883.477231130095 | 29803.090220275746 | 29719.55077762318 | 29579.267562602847 | 29438.98434758251 | 29298.70113256217 | 29158.417917541832 | 29016.55848662239 | 28824.260146931592 | 28631.96180724079 | 28439.663467549988 | 28247.365127859193 | 28051.914356370184 | 27843.853857688333 | 27635.793359006486 | 27427.732860324635 | 27219.67236164279 | 27014.764294759152 | 26806.7037960773 | 26598.643297395454 | 26390.582798713604 | 26182.522300031753 | 25974.461801349906 | 25766.401302668055 | 25558.340803986208 | 25350.280305304357 | 25142.21980662251
 | Rio Paranaíba | 595317.5712314912 | 600479.8409878504 | 605642.1107442097 | 610804.380500569 | 615966.6502569284 | 621051.8712109538 | 625135.4577346409 | 629219.0442583282 | 633302.6307820155 | 637386.2173057026 | 641508.3282305567 | 644782.9023297398 | 648057.4764289231 | 651332.0505281058 | 654606.6246272892 | 657919.723127639 | 660038.5651918164 | 662157.4072559937 | 664276.2493201711 | 666395.0913843482 | 668552.4578496926 | 670671.2999138697 | 672790.1419780472 | 674908.9840422244 | 677027.8261064019 | 679146.6681705791 | 681265.5102347565 | 683384.3522989335 | 685503.1943631109 | 687622.0364272882
 | Residencial Social | 191611.23800538995 | 193272.7863062197 | 194934.33460704947 | 196595.88290787922 | 198257.431208709 | 199894.18028116814 | 201208.53938480958 | 202522.89848845103 | 203837.2575920925 | 205151.61669573394 | 206478.37541356072 | 207532.34261931092 | 208586.30982506115 | 209640.27703081135 | 210694.2442365616 | 211760.6110564971 | 212442.5898366884 | 213124.56861687973 | 213806.54739707103 | 214488.52617726233 | 215182.90457163897 | 215864.88335183027 | 216546.8621320216 | 217228.8409122129 | 217910.81969240427 | 218592.7984725956 | 219274.7772527869 | 219956.7560329782 | 220638.73481316955 | 221320.71359336085
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Residencial (0 a 5 m³) | 27577.250433231187 | 27816.385329888984 | 28055.520226546785 | 28294.655123204586 | 28533.790019862387 | 28769.355738958126 | 28958.52214974713 | 29147.68856053614 | 29336.854971325145 | 29526.021382114148 | 29716.972381684187 | 29868.6624280716 | 30020.352474459007 | 30172.042520846415 | 30323.732567233827 | 30477.207202402264 | 30575.35958535882 | 30673.511968315383 | 30771.664351271942 | 30869.816734228498 | 30969.75370596609 | 31067.906088922646 | 31166.05847187921 | 31264.210854835765 | 31362.363237792328 | 31460.51562074889 | 31558.66800370545 | 31656.820386662006 | 31754.97276961857 | 31853.12515257513
 | Residencial (> 5m³ a 10m³) | 78114.9479067627 | 78792.31819211222 | 79469.68847746175 | 80147.05876281127 | 80824.4290481608 | 81491.68932925137 | 82027.51955497562 | 82563.34978069986 | 83099.18000642413 | 83635.01023214837 | 84175.89546000211 | 84605.5706410074 | 85035.24582201269 | 85464.92100301798 | 85894.59618402329 | 86329.32636715805 | 86607.35148427912 | 86885.37660140019 | 87163.40171852126 | 87441.42683564233 | 87724.50695489289 | 88002.53207201396 | 88280.55718913503 | 88558.5823062561 | 88836.60742337718 | 89114.63254049826 | 89392.65765761933 | 89670.6827747404 | 89948.70789186149 | 90226.73300898256
 | Residencial (> 10m³ a 15m³) | 90033.21181385157 | 90813.93079288841 | 91594.64977192524 | 92375.36875096206 | 93156.0877299989 | 93925.15418696054 | 94542.73785694488 | 95160.32152692924 | 95777.90519691362 | 96395.48886689795 | 97018.89879791993 | 97514.13098611492 | 98009.36317430992 | 98504.59536250492 | 98999.82755069993 | 99500.8859999325 | 99821.33035699985 | 100141.77471406723 | 100462.21907113458 | 100782.66342820192 | 101108.93404630687 | 101429.37840337421 | 101749.82276044159 | 102070.26711750893 | 102390.7114745763 | 102711.15583164367 | 103031.60018871102 | 103352.04454577836 | 103672.48890284573 | 103992.93325991307
 | Residencial (> 15m³ a 20m³) | 64645.01409273371 | 65205.58044803212 | 65766.14680333053 | 66326.71315862895 | 66887.27951392735 | 67439.47920720637 | 67882.91229423347 | 68326.34538126057 | 68769.77846828768 | 69213.21155531477 | 69660.82797335158 | 70016.41110917518 | 70371.9942449988 | 70727.57738082242 | 71083.16051664604 | 71442.92698347934 | 71673.01018901226 | 71903.0933945452 | 72133.17660007812 | 72363.25980561106 | 72597.52634215368 | 72827.6095476866 | 73057.69275321954 | 73287.77595875246 | 73517.8591642854 | 73747.94236981834 | 73978.02557535126 | 74208.10878088418 | 74438.19198641712 | 74668.27519195004
 | Residencial (> 20m³ a 40m³) | 58862.862029828815 | 59373.288711508554 | 59883.7153931883 | 60394.14207486805 | 60904.568756547786 | 61407.37712954574 | 61811.14748968046 | 62214.91784981518 | 62618.688209949905 | 63022.45857008462 | 63430.03808456025 | 63753.816203536204 | 64077.59432251215 | 64401.37244148811 | 64725.15056046407 | 65052.73783378091 | 65262.241322530055 | 65471.74481127921 | 65681.24830002835 | 65890.7517887775 | 66104.06443186755 | 66313.56792061668 | 66523.07140936585 | 66732.57489811498 | 66942.07838686414 | 67151.5818756133 | 67361.08536436244 | 67570.58885311158 | 67780.09234186074 | 67989.59583060988
 | Residencial (>40m³) | 14171.36880476754 | 14294.2551970434 | 14417.141589319259 | 14540.027981595118 | 14662.914373870977 | 14783.966640888986 | 14881.175279554964 | 14978.383918220943 | 15075.592556886922 | 15172.801195552898 | 15270.926896847805 | 15348.87722030637 | 15426.827543764937 | 15504.777867223504 | 15582.728190682072 | 15661.595576769561 | 15712.0340213604 | 15762.472465951238 | 15812.910910542074 | 15863.349355132912 | 15914.704862352673 | 15965.143306943512 | 16015.58175153435 | 16066.020196125186 | 16116.458640716026 | 16166.897085306866 | 16217.335529897702 | 16267.773974488538 | 16318.212419079378 | 16368.650863670215
 | Comercial | 42475.883546015626 | 42844.21127494633 | 43212.53900387702 | 43580.86673280772 | 43949.19446173842 | 44312.02476187911 | 44603.38848774965 | 44894.75221362021 | 45186.115939490766 | 45477.479665361316 | 45771.592105626885 | 46005.23282920232 | 46238.87355277777 | 46472.514276353206 | 46706.15499992866 | 46942.5444378991 | 47093.723729624384 | 47244.90302134967 | 47396.08231307496 | 47547.261604800246 | 47701.18961092054 | 47852.36890264582 | 48003.54819437111 | 48154.727486096395 | 48305.90677782169 | 48457.08606954698 | 48608.265361272264 | 48759.44465299755 | 48910.62394472284 | 49061.803236448126
 | Industrial | 2750.6389216832895 | 2774.4909643614465 | 2798.343007039604 | 2822.195049717761 | 2846.047092395918 | 2869.5431344370872 | 2888.4111681974205 | 2907.2792019577537 | 2926.147235718087 | 2945.01526947842 | 2964.0613035572474 | 2979.1913306292126 | 2994.3213577011775 | 3009.4513847731428 | 3024.5814118451085 | 3039.889439235567 | 3049.679456752721 | 3059.4694742698753 | 3069.259491787029 | 3079.0495093041827 | 3089.0175271398307 | 3098.8075446569846 | 3108.597562174139 | 3118.3875796912926 | 3128.177597208447 | 3137.9676147256014 | 3147.7576322427553 | 3157.547649759909 | 3167.3376672770632 | 3177.127684794217
 | Pública | 25075.155677226834 | 25292.593770849326 | 25510.03186447182 | 25727.469958094316 | 25944.908051716808 | 26159.10080065837 | 26331.1040687478 | 26503.107336837238 | 26675.110604926675 | 26847.113873016107 | 27020.739813446016 | 27158.666962385654 | 27296.594111325296 | 27434.521260264937 | 27572.44840920458 | 27711.998230484685 | 27801.245209210334 | 27890.492187935986 | 27979.739166661635 | 28068.986145387284 | 28159.8557964534 | 28249.10277517905 | 28338.349753904706 | 28427.596732630354 | 28516.843711356007 | 28606.09069008166 | 28695.337668807308 | 28784.584647532956 | 28873.83162625861 | 28963.078604984257
 | Serra do Salitre | 526477.1310222916 | 531114.7757761584 | 535752.4205300251 | 540390.0652838919 | 545027.7100377586 | 549748.9159583616 | 553676.2907949694 | 557603.6656315773 | 561531.0404681853 | 565458.4153047929 | 569344.0095580326 | 572101.5280603316 | 574859.0465626308 | 577616.5650649301 | 580374.0835672292 | 583215.1632362646 | 585220.6312379367 | 587226.0992396086 | 589231.5672412808 | 591237.0352429529 | 593326.0644113614 | 595331.5324130334 | 597337.0004147055 | 599342.4684163777 | 601347.9364180496 | 603353.4044197218 | 605358.8724213939 | 607364.340423066 | 609369.8084247382 | 611375.2764264101
 | Residencial Social | 218809.97054802297 | 220737.4292204165 | 222664.88789281 | 224592.3465652035 | 226519.80523759697 | 228481.99289507867 | 230114.25519422273 | 231746.51749336676 | 233378.77979251082 | 235011.04209165485 | 236625.93989825482 | 237771.99640616446 | 238918.0529140741 | 240064.1094219838 | 241210.16592989344 | 242390.95142289126 | 243224.44706500738 | 244057.94270712347 | 244891.4383492396 | 245724.93399135568 | 246593.15861855997 | 247426.6542606761 | 248260.14990279224 | 249093.64554490833 | 249927.1411870244 | 250760.63682914054 | 251594.13247125663 | 252427.62811337278 | 253261.1237554889 | 254094.61939760493
